id,camp_category_id,organization_id,camp_procedure_id,acceptable_regions,acceptable_programs,acceptable_education_levels,name_en,name_th,short_description_en,short_description_th,long_description,min_cgpa,other_conditions,application_fee,deposit,url,fburl,app_close_date,confirmation_date,announcement_date,interview_date,interview_information,event_start_date,event_end_date,location,quota,backup_limit,contact_campmaker,payment_information
72,16,115,3,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],TCAS Tution,ติวโค้งสุดท้าย TCAS (4วิชา) โดย โครงการนอกเมืองสัญจร,TCAS Tution at Kasetsart University,ค่ายติวที่จะทำให้น้องๆได้ทบทวนความรู้ คณิต ฟิสิกส์ เคมี และ ชีวะ ในสนาม PAT1-PAT2-PAT3-สามัญ และเนื้อหาภาพรวมของทั้ง 4 วิชาในระดับ ม.ปลาย พิเศษ! ด้วยตัวอย่างข้อสอบจริงอัปเดตเพื่อให้น้องๆ,ค่ายติวที่จะทำให้น้องๆได้ทบทวนความรู้ คณิต ฟิสิกส์ เคมี และ ชีวะ ในสนาม PAT1-PAT2-PAT3-สามัญ และเนื้อหาภาพรวมของทั้ง 4 วิชาในระดับ ม.ปลาย พิเศษ! ด้วยตัวอย่างข้อสอบจริงอัปเดตเพื่อให้น้องๆได้เห็นแนวข้อสอบที่แม่นยำ ที่สำคัญน้องจะได้เรียนด้วยเทคนิค Math for Physics การใช้หลัก Math แก้โจทย์ฟิสิกส์ได้ง่ายๆ และเทคนิคเคมีสุดเข้ม เพลงชีวะสุดมัน แล้ว 4 วิชาแห่งความยากก็จะไม่ใช่เรื่องยากอีกต่อไป แล้วน้องจะกลับมารัก 4 วิชาตัวร้ายอีกครั้ง! ห้ามพลาด! แล้วมาพบกันที่มหาวิทยาลัยเกษตรศาสตร์(บางเขน) ดำเนินการความฟินโดยโครงการนอกเมืองสัญจร,,,300,,https://www.facebook.com/PfriendPhysics/,https://www.facebook.com/PfriendPhysics/,2020-1-10 23:59:59,2020-1-11 23:59:59,,,,2020-1-12 9:0:0,2020-1-13 16:0:0,มหาวิทยาลัยเกษตรศาสตร์ (บางเขน),200,5,พี่ดาว 081-234-5681,
73,17,117,3,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],Business For Youngsters Camp 17,ค่ายธุรกิจของเด็กมัธยม Business For Youngsters รุ่นที่ 17,Business For Youngsters Camp 17 at Enginex Co-working space,“เข้าใจธุรกิจ=มองเห็นโอกาส” ค่ายธุรกิจ 2 วัน ที่จะพาน้อง ๆ ไปท่องโลกธุรกิจตั้งแต่เริ่มต้น ลงมือทำและสร้างธุรกิจด้วยไอเดียของตัวเอง อีกทั้งยังได้ลองบริหารธุรกิจจริงผ่านระบบ Biz Simulation,"#ค่ายธุรกิจสำหรับเด็กมัธยมที่มีครบทุกทักษะที่จำเป็นต้องใช้ศตวรรษที่21 !! ค่ายที่ เด็กมัธยมจำเป็นต้องเรียนในยุคนี้!!! กลับมาอีกครั้งกับค่าย “Business for Youngsters : Vol. 17” ที่เข้มข้นเท่าเดิม แต่มันส์และสนุกกว่าเดิม!! ค่าย Business 2 วันเต็ม สำหรับ เด็กมัธยม รุ่นใหม่ที่อยากเรียนรู้ธุรกิจก่อนคนอื่น และค้นหาตัวเองถึงอาชีพที่ใช่ผ่านโลกธุรกิจ ด้วยความสนุกที่ไม่เหมือนใคร ไม่น่าเบื่อ ตรงประเด็น และเห็นภาพจริง มากกว่าที่ไหน! ลองจริง เล่นจริง เจ็บจริง แต่ไม่เสี่ยง! ประสบการณ์ที่คุ้มค่าทุกวินาที ในราคาเพียงคนละ 3,500 บาท!!!",,,3500,,http://www.baseplayhouse.co/course/main/1?schedule=1&utm_source=camphub&utm_medium=camp&utm_campaign=BFY15_Jan,https://www.facebook.com/BASEPlayhouse,2019-5-23 23:59:59,2019-1-24 23:59:59,,,,2019-1-25 9:0:0,2019-1-26 16:0:0,"Enginex Co-working space ชั้น 6 อาคารวิศวฯ 100 ปี, คณะวิศวกรรมศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย",30,5,พี่พิชชี่ 081-234-5681,
74,17,117,3,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]","[3, 4]",BBA Business Camp#5,BBA Business Camp#5 โดย Lighthouse workshop studio,BBA Business Camp#5 at Chulalongkorn University,ค่าย BBA ที่ดีที่สุด กลับมาอีกครั้ง พร้อมให้น้องๆได้มาร่วมสนุกพร้อมรับความรู้ที่อัดแน่นไปกับเวลา 2 วันเต็ม รีบสมัครก่อนจะเต็มน้าา,,,,2690,,,https://www.facebook.com/LighthouseWork2/,2019-6-5 23:59:59,2019-6-7 23:59:59,,,,2019-6-8 9:0:0,2019-6-9 16:0:0,คณะวิศวกรรม จุฬาลงกรณ์มหาวิทยาลัย,50,5,พี่กิฟต์ 081-234-5681,
75,17,122,3,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]","[1, 2, 3, 4]",One day trip with AC TU,One day trip with AC TU ค่ายแนะแนว บัญชี บริหาร มธ,One day trip with AC TU at Thammasat University,ค่ายวิชาการ แนะแนว เพื่อเตรียมความรู้และความพร้อม เข้าสู่คณะพาณิชยศาสตร์และการบัญชี มหาวิทยาลัยธรรมศาสตร์ #อยากเข้า บัญชี บริหาร มธ. สอบยังไง เรียนอะไร จบแล้วทำอะไร เรามาหาคำตอบด้วยกัน !!,ค่ายวิชาการ แนะแนว เพื่อเตรียมความรู้และความพร้อม เข้าสู่คณะพาณิชยศาสตร์และการบัญชี มหาวิทยาลัยธรรมศาสตร์ #อยากเข้า บัญชี บริหาร มธ. สอบยังไง เรียนอะไร จบแล้วทำอะไร เรามาหาคำตอบด้วยกัน !!! “ตลอดทั้งงานน้องๆจะได้พบกับข้อมูล ความรู้ โดยติวเตอร์ ซึ่งจบ มาจาก คณะพาณิชยศาสตร์และการบัญชีเพื่อมอบความรู้ด้านคณิตศาสตร์ และ ความรู้ทั่วไปที่ใช้ในการสอบเข้าคณะบัญชีแบบครบวงจร ครบทุกเม็ดแนะนำเทคนิคและวิธีการตอบเพื่อสอบตรง อีกทั้งยังมีการแนะแนวทางการศึกษาคะแนนเข้าเรียนต่อในระดับอุดมศึกษา ติวโดยติวเตอร์ที่มีประสบการณ์การสอน จบมาโดยตรง มีประสบการณ์โดยตรง”,,,1500,,,https://www.facebook.com/thewisdomtutors/,2020-4-1 23:59:59,2020-4-5 23:59:59,,,,2020-4-6 9:0:0,2020-6-9 16:0:0,ห้องสัมมนา the grand ห้อง 101 มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต,30,5,พี่ไหม 081-234-5680,
76,17,115,4,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],Business Camp,ค่ายธุรกิจ พิชิตเงินล้าน โดย Bigdonut Campclub,Business Camp at Kasetsart University,ค่ายธุรกิจ สำหรับคนรุ่นใหม่ ที่จะสอนการตลาด การเงิน การธนาคาร เพื่อต่อยอดเป็นการลงทุน และสร้างธุรกิจ เราจะสอนให้คุณเริ่มต้นลงทุนจากไม่รู้อะไรเลย เริ่มจากศูนย์ จนเป็นอายุน้อยร้อยล้าน,ค่ายธุรกิจ สำหรับคนรุ่นใหม่ ที่จะสอนการตลาด การเงิน การธนาคาร เพื่อต่อยอดเป็นการลงทุน และสร้างธุรกิจ จะสอนให้คุณเริ่มต้นลงทุนจากไม่รู้อะไรเลย เริ่มจากศูนย์ ในยุคที่ประเทศเติบโตด้วยเงิน เงินจึงเป็นอีกปัจจัยพื้นฐานหนึ่ง ที่ขาดไม่ได้เลยในชีวิต แล้วเงินยังเป็นอาวุธที่ทรงอานุภาพ ที่จะสร้างทุกสิ่งอย่างได้ตามต้องการ แล้วเราจะทำยังไงให้สามารถหาเงินให้ได้มากๆ อยากรู้มาหาเรา เราจะบอกวิธีสร้างรายได้ในวัยเรียน ที่ทั้งง่าย และได้เงินมาก จนคุณจะกลายเป็น “อายุน้อยร้อยล้าน” เราจะสอนให้คนรู้จักการออม การลงทุนเพื่อให้คุณมีเงินใช้มหาศาลผ่านกระบวนการเรียนรู้จริง และลงมือทำจริง โดยผู้เชี่ยวชาญด้านการลงทุนจากตลาดหลักทรัพย์แห่งประเทศไทย,,,2000,,,https://www.facebook.com/bigdonutcampclub/,2020-4-1 23:59:59,2020-4-5 23:59:59,2020-4-3 23:59:59,,,2020-4-6 9:0:0,2020-6-7 16:0:0,ม.เกษตรศาสตร์ บางเขน,50,5,พี่ดาว 081-234-5680,
77,17,116,4,"[1, 2, 3, 4, 5, 6]","[1, 2]",[4],KKBS Camp : Find You Find Your Way,KKBS Camp : Find You Find Your Way คณะบริหารธุรกิจและการบัญชี ม.ขอนแก่น,KKBS Camp : Find You Find Your Way at Khon Kaen University,“KKBS CAMP : FIND YOU FIND YOUR WAY” ค่ายสำหรับน้องๆ ม.6 ที่มีความสนใจและอยากรู้ว่าในแต่ละหลักสูตรของคณะบริหารธุรกิจและการบัญชี มหาวิทยาลัยขอนแก่น เรียนอะไรบ้าง,“KKBS CAMP : FIND YOU FIND YOUR WAY” ค่ายสำหรับน้องๆ ม.6 ที่มีความสนใจและอยากรู้ว่าในแต่ละหลักสูตรของคณะบริหารธุรกิจและการบัญชี มหาวิทยาลัยขอนแก่นนั้น เรียนอะไรบ้าง อยากรู้ว่าจบไปแล้วจะทำอาชีพอะไร จะเป็นคณะที่ใช่ของเรารึเปล่า และนอกจากนี้น้องๆยังจะได้มาทดลองปฏิบัติจริง และยังมีกิจกรรมอื่นๆ อีกมากมายให้น้องๆ มาร่วมสนุกกัน แล้วมาร่วมหาคำตอบกันได้ที่ KKBS CAMP 2018 แล้วเจอกันวันที่ 24-25 พฤศจิกายน 2561 ที่คณะบริหารธุรกิจและการบัญชี มหาวิทยาลัยขอนแก่น,3,,1000,,,https://www.facebook.com/KKBS-CAMP-257574948294232/,2020-11-9 23:59:59,2020-11-23 23:59:59,2020-11-14 23:59:59,,,2020-11-24 9:0:0,2020-11-25 16:0:0,คณะบริหารธุรกิจและการบัญชี มหาวิทยาลัยขอนแก่น,240,5,พี่พิชชี่ 081-234-5680,
78,17,122,1,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]","[1, 2, 3, 4]",Banshi vchakarn ACC like Carnival,“บัญชีวิชาการ” เปิดบ้านคณะพาณิชย์และการบัญชี ม.ธรรมศาสตร์,,งานบัญชีวิชาการกลับมาแล้วว เตรียมพบกับกิจกรรม ความสนุกสนานที่มาพร้อมกับความรู้มากมายได้ในวันที่ 7-8 พฤศจิกายน ที่มหาวิทยาลัยธรรมศาสตร์ (ศูนย์รังสิต),"อีกไม่นานเกินรอแล้วนะครับกับงานบัญชีวิชาการที่จะมาถึงในวันที่ 7-8 พฤศจิกายนนี้ ในธีม Carnival ซึ่งในปีนี้ก็มาพร้อมกับกิจกรรมและสาระน่ารู้มากมาย ที่จะช่วยให้น้องๆรู้จักกับ คณะพาณิชย์และการบัญชี ม.ธรรมศาสตร์ มากยิ่งขึ้น ไม่ว่าจะเป็นกิจกรรมที่น่าสนใจภายในงาน เช่น 
นิทรรศการศึกษาต่อ – มีพี่ๆ จากทุกเอกและหลักสูตรรอให้คำแนะนำกับน้องๆ ภายในวันงาน 
ห้องเรียนจำลอง – เปิดโอกาสให้น้องๆ ทุกคนได้มานั่งเรียนจริงและสัมผัสบรรยากาศการเรียนบัญชี มธ. กับอ.ผู้ทรงคุณวุฒิของคณะ 

และยังมีกิจกรรมน่าสนใจอื่นๆรอคอยน้องๆอยู่อีกมากในงาน ถ้าไม่อยากพลาด กดfollowเพจบัญชีวิชาการ ม.ธรรมศาสตร์ เพื่อรับข้อมูลข่าวสารดีๆ แล้วมาเจอกันที่งานนะครับ",,,,,,https://www.facebook.com/banshivchakarn/,2020-11-5 23:59:59,2020-11-6 23:59:59,,,,2020-11-7 9:0:0,2020-11-8 16:0:0,​ มหาวิทยาลัย​ธรรมศาสตร์​ ท่าพระจันทร์,,5,พี่กิฟต์ 081-234-5680,
79,18,122,1,"[1, 2, 3, 4, 5, 6]","[1, 2]",[4],Perd Kala Pah Kalok Camp,ค่ายเยาวชนนักประวัติศาสตร์ ครั้งที่ 1 “ค่ายเปิดกะลา ผ่ากะโหลก”,Perd Kala Pah Kalok Camp at Thammasat University,ทำความรู้จักกับสาขาวิชาประวัติศาสตร์ ที่จะทำให้น้องๆ ได้มาค้นหาตัวตน เข้าใจในสิ่งที่อาจไม่เคยรู้ ประวัติศาสตร์คืออะไร ? การเรียนประวัติศาสตร์ในระดับมหาวิทยาลัยต่างจากมัธยมอย่างไร ? จบไปแล้วทำงานอะไร? ร่วมหาคำตอบได้ที่นี่!,ครั้งแรก!! เชิญพับกบ เอ้ย!! พบกบ เอ้ย!! พบกับ เอ้ย!!! ถูกแล้ว!! กับค่ายของสาขาวิชาประวัติศาสตร์ มหาวิทยาลัยธรรมศาสตร์ โอกาสดีสำหรับน้องๆ มัธยมปลาย ทุกสายการเรียน มาทำความรู้จักกับสาขาวิชาประวัติศาสตร์ ที่จะทำให้น้อง ๆ ได้มาค้นหาตัวตน เข้าใจในสิ่งที่อาจไม่เคยรู้ ประวัติศาสตร์คืออะไร ? การเรียนประวัติศาสตร์ในระดับมหาวิทยาลัยต่างจากมัธยมอย่างไร ? จบไปแล้วทำงานอะไร? ร่วมหาคำตอบได้ที่นี่!,,,,,,https://www.facebook.com/hisstorytu/,2020-10-1 23:59:59,2020-10-14 23:59:59,,,,2020-10-15 8:0:0,2020-10-15 16:0:0,คณะศิลปศาสตร์​ มหาวิทยาลัย​ธรรมศาสตร์​ ท่าพระจันทร์,,5,พี่ผิง 081-234-5680,
80,18,122,1,"[1, 2, 3, 4, 5, 6]","[1, 2]",[4],Perd Kala Pah Kalok Camp 2,“ค่ายเปิดกะลาผ่ากะโหลก ครั้งที่ 2” ค่ายเยาวชนนักประวัติศาสตร์ ม.ธรรมศาสตร์,Perd Kala Pah Kalok Camp 2 at Thammasat University,ค่ายสำหรับเด็กมัธยมปลายทุกคนที่สนใจประวัติศาสตร์อย่างเหลือล้น เพื่อที่ทุกคนจะได้รู้ว่า “ประวัติศาสตร์” แบบที่เรียนในมหาลัยนั้นต่างจากโรงเรียนอย่างไร,ค่ายเปิดกะลาผ่ากะโหลก ค่ายสำหรับเด็กมัธยมปลายทุกคนที่สนใจประวัติศาสตร์ พบกับแนวทางการเรียนประวัติศาสตร์แบบมหาวิทยาลัยว่าเรียนกันอย่างไร แตกต่างกับการเรียนโรงเรียนหรือไม่ โดยอาจารย์ภาควิชาประวัติศาสตร์ และกิจกรรมเรียนรู้ประวัติศาสตร์โดยนักศึกษาภาควิชาประวัติศาสตร์ ในครั้งนี้เราจะมาเรียนรู้ประวัติศาสตร์อะไร พบกันได้ที่คณะศิลปศาสตร์ มหาวิทยาลัยธรรมศาสตร์ ท่าพระจันทร์ วันที่ 20 ตุลาคม พ.ศ. 2561,,,,,,https://www.facebook.com/History-TU-241852686656544/,2020-9-30 23:59:59,2020-10-19 23:59:59,,,,2020-10-20 8:0:0,2020-10-20 16:0:0,คณะศิลปศาสตร์ มหาวิทยาลัยธรรมศาสตร์ ท่าพระจันทร์,,5,พี่นาว 081-234-5680,
81,18,122,3,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],SW For You 2018,SW For You 2018 เส้นทางสู่คณะสังคมสงเคราะห์ศาสตร์ #Hiphopseries,SW For You 2018 at Thammasat University,ถ้าอยากรู้ว่าคณะสังคมสงเคราะห์คืออะไร เชิญน้องๆมอปลายทั่วประเทศมาร่วมหาคำตอบกับค่ายนี้ได้เลย ได้พบกับทั้งความรู้ ความสนุก และความอบอุ่นของครอบครัวคณะสังคมสงเคราะห์ศาสตร์,คณะสังคมสงเคราะห์ศาสตร์ มหาวิทยาลัยธรรมศาสตร์ ศูนย์ลำปาง ขอเชิญชวนน้องๆ ม.ปลายมาเรียนรู้ ค้นหาตัวเองและมาสัมผัสบรรยากาศของคณะสังคมสงเคราะห์ศาสตร์ ในค่าย SW For You 2018 เปิดรับสมัครแล้วตั้งแต่วันนี้ – 10 ตุลาคม 2561,,,,,,https://www.facebook.com/SwForYouThammasat/,2020-10-10 23:59:59,2020-11-10 23:59:59,2020-11-1 23:59:59,,,2020-11-9 8:0:0,2020-11-11 16:0:0,มหาวิทยาลัยธรรมศาสตร์ ศูนย์ลำปาง,120,5,พี่เชอร์รี่ 081-234-5681,
82,18,122,3,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],Changology Camp 4 ,Changology 4 รวมพลคนคิดมาก โดย คณะ GSSE มหาวิทยาลัยธรรมศาสตร์,Changology Camp 4 at Thammasat University,Changology 4 เป็นกิจกรรมที่เปิดโอกาสให้น้องๆได้มาแสดงความคิดเห็นเกี่ยวกับปัญหาสังคม โดยมีกิจกรรม world cafe ซึ่งเป็น international discussion และกิจกรรมอื่นๆ อีกมากมาย,,,,,,,https://www.facebook.com/Changology-Camp-970035159815070/,2020-1-21 23:59:59,2020-2-1 23:59:59,2020-1-28 23:59:59,,,2020-2-2 8:0:0,2020-2-2 16:0:0,มหาวิทยาลัยธรรมศาสตร์ ศูนย์ท่าพระจันทร์,250,5,พี่เชอร์รี่ 081-234-5682,
83,18,115,1,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],Social Science Camp,เปิดโลกคณะสังคมศาสตร์ มหาวิทยาลัยเกษตรศาสตร์,Social Science Camp at Kasetsart University,ขอเชิญน้องๆ นักเรียนระดับชั้นมัธยมศึกษาตอนปลาย เข้าร่วมงาน “เปิดโลกคณะสังคมศาสตร์” ในวันที่ 11-12 มกราคม 2561 ณ ลานคณะสังคมศาสตร์ มหาวิทยาลัยเกษตรศาสตร์,"ขอเชิญน้องๆ นักเรียนระดับชั้นมัธยมศึกษาตอนปลาย เข้าร่วมงาน “เปิดโลกคณะสังคมศาสตร์ มก.” 
ในวันที่ 11-12 มกราคม 2561 
ณ ลานคณะสังคมศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ 
โดยมีกิจกรรมให้ร่วมสนุกมากมาย อาทิ เกมทายปัญหา เยี่ยมชมห้องปฏิบัติการ ศาล
จำลอง พิพิธภัณฑ์ประวัติศาสตร์ รัฐสภาจำลอง มากันเยอะนะจ๊ะ",,,,,,https://www.facebook.com/SmoSoc.KU/,2020-1-10 23:59:59,2020-1-10 23:59:59,,,,2020-1-11 8:0:0,2020-1-12 16:0:0,คณะสังคมศาสตร์ มหาวิทยาลัยเกษตรศาสตร์,,5,พี่นิ้ง 081-234-5681,
84,18,126,4,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],Social Science Camp at Udorn,ค่ายเยาวชนรักษ์ศิลปะ โบราณคดี และวัฒนธรรมพื้นบ้าน (ค่ายใหญ่ 12) “สิพาน้องหล้า ไปเลาะอุดร”,Social Science Camp at Udorn,ค่ายที่พาน้องๆ นักเรียนในระดับชั้น ม.ปลาย ไปเรียนรู้เกี่ยวกับประวัติศาสตร์ และโบราณคดีของไทยยังสถานที่จริง! โดยในปีนี้เราจัดขึ้นที่จังหวัด “อุดรธานี” กิจกรรมสนุก พร้อมความรู้แบบนี้พลาดไม่ได้แล้ว,ค่ายเยาวชนรักษ์ศิลปะ โบราณคดี และวัฒนธรรมพื้นบ้าน หรือที่เรียกกันว่า “ค่ายใหญ่” ในปีนี้จัดขึ้นเป็นครั้งที่ 12 แล้ว โดยใช้ชื่อตอนว่า “สิพาน้องหล้า ไปเลาะอุดร” ตามชื่อแน่นอนอยู่แล้วว่าเราจะพาน้องๆไปทัศนศึกษา เรียนรู้เกี่ยวกับโบราณคดี และประวัติศาสตร์ กันที่จังหวัดอุดรธานีนั่นเอง อุดรธานีเป็นจังหวัดในภาคอีสานตอนบน ที่มีการพบหลักฐานทั้งในยุคก่อน และยุคประวัติศาสตร์ ถือเป็นอีกหนึ่งจังหวัดที่มีประวัติศาสตร์ยาวนาน และน่าสนใจพร้อมให้เราเข้าไปศึกษา สำหรับน้องๆ ม.ปลายคนไหน ที่ในช่วงปิดเทอมกำลังหากิจกรรมสนุกๆ ได้ออกต่างจังหวัด แล้วยังได้รับความรู้ มาจอยกันได้ที่ค่ายใหญ่ครั้งที่ 12 นี้นะคะ ♥,,,1000,,,https://www.facebook.com/bigcampsu/,2020-3-6 23:59:59,2020-4-4 23:59:59,2020-4-1 23:59:59,,,2020-4-6 8:0:0,2020-4-9 16:0:0,จังหวัดอุดรธานี,40,5,พี่ไหม 081-234-5681,
85,19,118,4,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],WEYC 10,ค่ายเยาวชนอนุรักษ์สัตว์ป่าและธรรมชาติ WEYC ครั้งที่ 10,WEYC 10 at Mae Ping National Park,เชิญชวนนักเรียน ม.ปลาย ทั่วประเทศ มาเปิดหูเปิดตาหาประสบการณ์ ซึมซับธรรมชาติ เรียนรู้ ‘การอนุรักษ์’ และค้นหาความหมายของคำว่า ‘มิตรภาพ’ งานนี้ได้กลับไปทั้งความรู้ ความทรงจำแสนประทับใจ รอยยิ้ม และเพื่อนใหม่แน่นอน,เชิญชวนนักเรียน ม.ปลาย ทุกสายการเรียนทั่วประเทศ เข้ามาร่วมสัมผัสประสบการณ์มิติใหม่ที่หาได้ยาก และหาไม่ได้จากในห้องเรียนอย่างแน่นอน ร่วมเรียนรู้ความหมายของ ‘การอนุรักษ์สัตว์ป่าและธรรมชาติ’ ซึมซับบรรยากาศรอบตัวที่รายล้อมไปด้วยต้นไม้และสัตว์ป่าน้อยใหญ่ พร้อมกับค้นหาความหมายของคำว่า ‘มิตรภาพ’ ผ่านการทำกิจกรรมมากมายไม่ว่าจะเป็นดูนก ดูดาว เดินป่าศึกษาธรรมชาติ และอื่นๆ ตลอดระยะเวลารวม 5 วัน สิ่งที่น้องๆ จะได้รับกลับไปนอกจากความรู้เกี่ยวกับธรรมชาติศึกษา ความเข้าใจเกี่ยวกับการอนุรักษ์สัตว์ป่าและสิ่งแวดล้อม พี่เชื่อว่าน้องๆ จะได้รับประสบการณ์ที่มีคุณค่า ความทรงจำแสนประทับใจ รอยยิ้มอันอบอุ่น และมิตรภาพอันแสนหวาน เอาไว้ให้หวนกลับมาระลึกถึงอย่างแน่นอน,,,800,,,https://www.facebook.com/WEYC10/,2020-6-10 23:59:59,2020-7-24 23:59:59,2020-7-1 23:59:59,,,2020-7-26 8:0:0,2020-7-30 16:0:0,อุทยานแห่งชาติแม่ปิง อ.ลี้ จ.ลำพูน,45,5,พี่ดาว 081-234-5681,
86,19,117,4,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]","[3, 4]",VET CAMP 39,ค่ายเยาวชนอนุรักษ์ธรรมชาติและสิ่งแวดล้อม (VET CAMP) ครั้งที่ 39,VET CAMP 39 at Chulalongkorn University,“ถอยออกจากเมืองที่วุ่นวาย ปล่อยกาย เปิดใจ ออกไปอยู่ร่วมกับธรรมชาติ”,น้องได้ยินชื่อกันแล้ว หลายคนอาจจะคิดว่าค่ายนี้เป็นค่ายแนะแนวเข้าสัตวแพทย์รึเปล่า ต้องขอบอกเลยนะครับว่าไม่ใช่ เพราะจริงๆ แล้วค่ายนี้คือ “ค่ายเยาวชนอนุรักษ์ธรรมชาติและสิ่งแวดล้อม” นะครับ น้องๆ หลายคนอาจจะถามต่อว่าทำไมครั้งนี้ครั้งที่ 39 แล้ว ปีนึงจัดหลายครั้งหรอ? จริงๆ แล้วค่ายนี้จัดแค่ปีละครั้งเท่านั้นนะครับ และไม่ได้มีการจัดทุกปี ค่ายนี้จึงถือเป็นค่ายที่เก่าแก่ค่ายนึงของคณะสัตวแพทย์ จุฬาฯ ที่จัดมามากกว่า 40 ปีเลยทีเดียว ;),,,1750,,,https://www.facebook.com/vetcampcu/,2020-3-18 23:59:59,2020-5-26 23:59:59,2020-4-5 23:59:59,,,2020-5-30 8:0:0,2020-6-5 16:0:0,อุทยานแห่งชาติภูสอยดาว จังหวัดอุตรดิตถ์,30,5,พี่พิชชี่ 081-234-5681,
87,19,118,4,"[1, 2, 3, 4, 5, 6]",[1],[4],VET CAMP #14,ค่ายอยากเป็นหมอสัตว์ ครั้งที่ 14 คณะสัตวแพทยศาสตร์ ม.เชียงใหม่,VET CAMP #14 at Chiang Mai University,ขอชวนน้องๆ มาค้นหาตัวเอง มาคลายความสงสัยเกี่ยวกับการเรียนสัตวแพทย์ และการเป็นสัตวแพทย์ ที่ ค่ายอยากเป็นหมอสัตว์ ครั้งที่ 14 แน่นอนว่าน้องๆ จะได้ความรู้ แต่มากไปกว่านั้นคือ ประสบการณ์ ที่หาไม่ได้ที่ไหนแน่นอน,ค่ายอยากเป็นหมอสัตว์ ครั้งที่ 14 คณะสัตวแพทยศาสตร์ ม.เชียงใหม่ เป็นกิจกรรมให้ความรู้เกี่ยวกับการเรียนคณะสัตวแพทยศาสตร์ ที่มีทั้งทฤษฎี และปฏิบัติ ว่าเรียนสัตวแพทย์นั้น จะต้องเจออะไรบ้าง ใช่เหมือนที่เราอยากเป็นรึเปล่า? เพื่อที่จะค้นหาตัวเอง ให้มั่นใจ หรือควรเปลี่ยนเส้นทาง อย่าพลาดโอกาสที่จะได้ค้นหาตัวเอง เพราะนั่นคืออนาคตของเรา! และนอกจากความรู้แล้ว ยังได้เจอเพื่อนๆ พี่ๆ น้องๆ จากต่างโรงเรียน ความสนุก และ ประสบการณ์ใหม่ๆ อีกมากมายแน่นอน แล้วเจอกันนะ : ),,,700,,,https://www.facebook.com/vetcampcmu/,2020-1-16 23:59:59,2020-3-14 23:59:59,2020-2-20 23:59:59,,,2020-3-16 8:0:0,2020-3-18 16:0:0,คณะสัตวแพทยศาสตร์ มหาวิทยาลัยเชียงใหม่,65,5,พี่กิฟต์ 081-234-5681,
